t,V
0.3781,0.092
0.3782,0.092
0.3783,0.092
0.3784,0.092
0.3785,0.092
0.3786,0.088
0.3787,0.092
0.3788,0.092
0.3789,0.088
0.379,0.092
0.3791,0.092
0.3792,0.092
0.3793,0.088
0.3794,0.092
0.3795,0.092
0.3796,0.088
0.3797,0.092
0.3798,0.092
0.3799,0.092
0.38,0.092
0.3801,0.092
0.3802,0.092
0.3803,0.092
0.3804,0.088
0.3805,0.092
0.3806,0.088
0.3807,0.092
0.3808,0.088
0.3809,0.092
0.381,0.092
0.3811,0.088
0.3812,0.092
0.3813,0.088
0.3814,0.088
0.3815,0.088
0.3816,0.088
0.3817,0.088
0.3818,0.088
0.3819,0.088
0.382,0.088
0.3821,0.088
0.3822,0.088
0.3823,0.088
0.3824,0.088
0.3825,0.088
0.3826,0.092
0.3827,0.088
0.3828,0.092
0.3829,0.088
0.383,0.088
0.3831,0.088
0.3832,0.088
0.3833,0.088
0.3834,0.084
0.3835,0.088
0.3836,0.088
0.3837,0.088
0.3838,0.084
0.3839,0.088
0.384,0.084
0.3841,0.084
0.3842,0.084
0.3843,0.084
0.3844,0.088
0.3845,0.088
0.3846,0.088
0.3847,0.084
0.3848,0.084
0.3849,0.084
0.385,0.084
0.3851,0.088
0.3852,0.088
0.3853,0.088
0.3854,0.088
0.3855,0.088
0.3856,0.084
0.3857,0.084
0.3858,0.088
0.3859,0.088
0.386,0.084
0.3861,0.084
0.3862,0.084
0.3863,0.084
0.3864,0.084
0.3865,0.084
0.3866,0.084
0.3867,0.084
0.3868,0.084
0.3869,0.084
0.387,0.084
0.3871,0.084
0.3872,0.084
0.3873,0.084
0.3874,0.084
0.3875,0.084
0.3876,0.084
0.3877,0.084
0.3878,0.084
0.3879,0.084
0.388,0.084
0.3881,0.084
0.3882,0.084
0.3883,0.084
0.3884,0.084
0.3885,0.084
0.3886,0.084
0.3887,0.084
0.3888,0.084
0.3889,0.084
0.389,0.084
0.3891,0.084
0.3892,0.084
0.3893,0.084
0.3894,0.084
0.3895,0.084
0.3896,0.084
0.3897,0.084
0.3898,0.084
0.3899,0.084
0.39,0.08
0.3901,0.084
0.3902,0.08
0.3903,0.084
0.3904,0.084
0.3905,0.084
0.3906,0.084
0.3907,0.084
0.3908,0.084
0.3909,0.084
0.391,0.084
0.3911,0.084
0.3912,0.084
0.3913,0.084
0.3914,0.084
0.3915,0.084
0.3916,0.084
0.3917,0.084
0.3918,0.084
0.3919,0.084
0.392,0.084
0.3921,0.084
0.3922,0.084
0.3923,0.084
0.3924,0.084
0.3925,0.084
0.3926,0.084
0.3927,0.084
0.3928,0.08
0.3929,0.084
0.393,0.08
0.3931,0.08
0.3932,0.08
0.3933,0.084
0.3934,0.08
0.3935,0.084
0.3936,0.084
0.3937,0.08
0.3938,0.08
0.3939,0.08
0.394,0.08
0.3941,0.08
0.3942,0.08
0.3943,0.08
0.3944,0.08
0.3945,0.08
0.3946,0.076
0.3947,0.084
0.3948,0.084
0.3949,0.08
0.395,0.08
0.3951,0.084
0.3952,0.084
0.3953,0.08
0.3954,0.08
0.3955,0.08
0.3956,0.08
0.3957,0.08
0.3958,0.08
0.3959,0.08
0.396,0.08
0.3961,0.076
0.3962,0.08
0.3963,0.08
0.3964,0.08
0.3965,0.08
0.3966,0.08
0.3967,0.08
0.3968,0.076
0.3969,0.08
0.397,0.076
0.3971,0.08
0.3972,0.08
0.3973,0.076
0.3974,0.08
0.3975,0.076
0.3976,0.076
0.3977,0.076
0.3978,0.076
0.3979,0.08
0.398,0.08
0.3981,0.08
0.3982,0.076
0.3983,0.076
0.3984,0.076
0.3985,0.076
0.3986,0.076
0.3987,0.076
0.3988,0.076
0.3989,0.076
0.399,0.08
0.3991,0.076
0.3992,0.08
0.3993,0.076
0.3994,0.076
0.3995,0.08
0.3996,0.076
0.3997,0.076
0.3998,0.076
0.3999,0.076
0.4,0.076
0.4001,0.076
0.4002,0.076
0.4003,0.076
0.4004,0.076
0.4005,0.076
0.4006,0.076
0.4007,0.076
0.4008,0.076
0.4009,0.076
0.401,0.076
0.4011,0.076
0.4012,0.076
0.4013,0.072
0.4014,0.076
0.4015,0.072
0.4016,0.072
0.4017,0.076
0.4018,0.076
0.4019,0.076
0.402,0.076
0.4021,0.076
0.4022,0.076
0.4023,0.076
0.4024,0.072
0.4025,0.072
0.4026,0.076
0.4027,0.072
0.4028,0.076
0.4029,0.072
0.403,0.072
0.4031,0.076
0.4032,0.076
0.4033,0.072
0.4034,0.072
0.4035,0.076
0.4036,0.076
0.4037,0.072
0.4038,0.072
0.4039,0.072
0.404,0.072
0.4041,0.072
0.4042,0.072
0.4043,0.072
0.4044,0.076
0.4045,0.072
0.4046,0.072
0.4047,0.072
0.4048,0.072
0.4049,0.072
0.405,0.072
0.4051,0.076
0.4052,0.072
0.4053,0.072
0.4054,0.072
0.4055,0.072
0.4056,0.072
0.4057,0.072
0.4058,0.072
0.4059,0.072
0.406,0.072
0.4061,0.072
0.4062,0.072
0.4063,0.072
0.4064,0.072
0.4065,0.068
0.4066,0.072
0.4067,0.068
0.4068,0.072
0.4069,0.072
0.407,0.072
0.4071,0.072
0.4072,0.068
0.4073,0.072
0.4074,0.068
0.4075,0.068
0.4076,0.072
0.4077,0.072
0.4078,0.072
0.4079,0.072
0.408,0.072
0.4081,0.072
0.4082,0.072
0.4083,0.072
0.4084,0.072
0.4085,0.072
0.4086,0.068
0.4087,0.068
0.4088,0.072
0.4089,0.072
0.409,0.068
0.4091,0.068
0.4092,0.068
0.4093,0.072
0.4094,0.072
0.4095,0.068
0.4096,0.072
0.4097,0.068
0.4098,0.072
0.4099,0.072
0.41,0.072
0.4101,0.072
0.4102,0.068
0.4103,0.068
0.4104,0.068
0.4105,0.068
0.4106,0.068
0.4107,0.068
0.4108,0.072
0.4109,0.072
0.411,0.068
0.4111,0.068
0.4112,0.072
0.4113,0.068
0.4114,0.068
0.4115,0.068
0.4116,0.068
0.4117,0.068
0.4118,0.072
0.4119,0.068
0.412,0.068
0.4121,0.068
0.4122,0.068
0.4123,0.068
0.4124,0.068
0.4125,0.072
