t,V
11.8294,0.1254
11.8296,0.1242
11.8298,0.1252
11.83,0.125
11.8302,0.1246
11.8304,0.1246
11.8306,0.1248
11.8308,0.1244
11.831,0.1256
11.8312,0.1238
11.8314,0.1254
11.8316,0.125
11.8318,0.1256
11.832,0.1252
11.8322,0.1248
11.8324,0.1244
11.8326,0.1258
11.8328,0.1254
11.833,0.1254
11.8332,0.125
11.8334,0.125
11.8336,0.1254
11.8338,0.1256
11.834,0.1244
11.8342,0.125
11.8344,0.1248
11.8346,0.1252
11.8348,0.126
11.835,0.1254
11.8352,0.1258
11.8354,0.1258
11.8356,0.1254
11.8358,0.126
11.836,0.1254
11.8362,0.1248
11.8364,0.1254
11.8366,0.126
11.8368,0.1252
11.837,0.126
11.8372,0.125
11.8374,0.126
11.8376,0.1248
11.8378,0.1256
11.838,0.1256
11.8382,0.1256
11.8384,0.126
11.8386,0.1246
11.8388,0.126
11.839,0.126
11.8392,0.126
11.8394,0.126
11.8396,0.126
11.8398,0.1252
11.84,0.1266
11.8402,0.1256
11.8404,0.1256
11.8406,0.1258
11.8408,0.1266
11.841,0.1268
11.8412,0.1264
11.8414,0.1262
11.8416,0.1272
11.8418,0.1274
11.842,0.1266
11.8422,0.1264
11.8424,0.1266
11.8426,0.127
11.8428,0.1272
11.843,0.1264
11.8432,0.1276
11.8434,0.1268
11.8436,0.127
11.8438,0.1274
11.844,0.1274
11.8442,0.1276
11.8444,0.1262
11.8446,0.1268
11.8448,0.1278
11.845,0.1274
11.8452,0.127
11.8454,0.1272
11.8456,0.1272
11.8458,0.127
11.846,0.1268
11.8462,0.1272
11.8464,0.1274
11.8466,0.127
11.8468,0.1268
11.847,0.127
11.8472,0.1264
11.8474,0.127
11.8476,0.1274
11.8478,0.1274
11.848,0.1278
11.8482,0.1276
11.8484,0.1266
11.8486,0.1266
11.8488,0.128
11.849,0.1276
11.8492,0.1278
11.8494,0.1276
11.8496,0.1288
11.8498,0.1274
11.85,0.1276
11.8502,0.1276
11.8504,0.1286
11.8506,0.1278
11.8508,0.1278
11.851,0.1274
11.8512,0.1286
11.8514,0.1276
11.8516,0.1284
11.8518,0.1278
11.852,0.1282
11.8522,0.1278
11.8524,0.1272
11.8526,0.1286
11.8528,0.1286
11.853,0.1282
11.8532,0.1288
11.8534,0.128
11.8536,0.1288
11.8538,0.1292
11.854,0.1282
11.8542,0.1278
11.8544,0.1282
11.8546,0.1288
11.8548,0.1284
11.855,0.1282
11.8552,0.1288
11.8554,0.128
11.8556,0.1292
11.8558,0.1294
11.856,0.1296
11.8562,0.1294
11.8564,0.1296
11.8566,0.1288
11.8568,0.1298
11.857,0.1296
11.8572,0.1302
11.8574,0.1296
11.8576,0.1294
11.8578,0.1302
11.858,0.1294
11.8582,0.1296
11.8584,0.1294
11.8586,0.1298
11.8588,0.1296
11.859,0.1306
11.8592,0.1304
11.8594,0.1304
11.8596,0.1304
11.8598,0.1294
11.86,0.1304
11.8602,0.1304
11.8604,0.13
11.8606,0.1296
11.8608,0.131
11.861,0.1298
11.8612,0.1304
11.8614,0.1302
11.8616,0.1306
11.8618,0.1306
11.862,0.1302
11.8622,0.1312
11.8624,0.1308
11.8626,0.13
11.8628,0.13
11.863,0.1306
11.8632,0.1314
11.8634,0.1304
11.8636,0.1304
11.8638,0.1302
11.864,0.1312
11.8642,0.13
11.8644,0.1306
11.8646,0.1308
11.8648,0.1314
11.865,0.1314
11.8652,0.1302
11.8654,0.1302
11.8656,0.1316
11.8658,0.1308
11.866,0.1312
11.8662,0.1304
11.8664,0.1314
11.8666,0.1304
11.8668,0.1318
11.867,0.131
11.8672,0.1314
11.8674,0.1314
11.8676,0.1312
11.8678,0.1322
11.868,0.132
11.8682,0.1312
11.8684,0.1314
11.8686,0.1318
11.8688,0.1324
11.869,0.1312
11.8692,0.1316
11.8694,0.1316
11.8696,0.1316
11.8698,0.1314
11.87,0.1328
11.8702,0.1324
11.8704,0.1324
